CategoryId,CategoryName,DescriptionText,CustomerName,ContractName,Customer_Address,Customer_City,Customer_PostalCode,Customer_Country,EmployeeID,employee_FirstName,employee_LastName,Employee_BirthDate,employee_EducationDetails,OrderID,CustomerID,OrderDate,ShipperID,OrderDetailID,ProductId,Quantity,ProductName,SuppliersID,Unit,Price,ShipperName,ShipperPhone,suppliersName,suppliers_contactName,suppliersAddress,SuppliersCity,supplies_PostalCode,SuppliersCountry,SuppliersPhone
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10284,44,1996-08-19,1,98,67,5,"Laughing Lumberjack Lager",16,"24 - 12 oz bottles",14,"Speedy Express","(503) 555-9831","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10309,37,1996-09-19,1,166,43,20,"Ipoh Coffee",20,"16 - 500 g tins",46,"Speedy Express","(503) 555-9831","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10270,87,1996-08-01,1,60,43,25,"Ipoh Coffee",20,"16 - 500 g tins",46,"Speedy Express","(503) 555-9831","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Königlich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10323,39,1996-10-07,1,195,39,4,"Chartreuse verte",18,"750 cc per bottle",18,"Speedy Express","(503) 555-9831","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA,9,Anne,Dodsworth,1969-07-02,"Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.",10324,71,1996-10-08,1,197,35,70,"Steeleye Stout",16,"24 - 12 oz bottles",18,"Speedy Express","(503) 555-9831","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Romero y tomillo","Alejandra Camino","Gran Vía 1",Madrid,28001,Spain,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10281,69,1996-08-14,1,88,35,4,"Steeleye Stout",16,"24 - 12 oz bottles",18,"Speedy Express","(503) 555-9831","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Romero y tomillo","Alejandra Camino","Gran Vía 1",Madrid,28001,Spain,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10281,69,1996-08-14,1,87,24,6,"Guaraná Fantástica",10,"12 - 355 ml cans",4.5,"Speedy Express","(503) 555-9831","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo",5442,Brazil,"(11) 555 4640"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Berglunds snabbköp","Christina Berglund","Berguvsvägen 8",Luleå,"S-958 22",Sweden,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10280,5,1996-08-14,1,83,24,12,"Guaraná Fantástica",10,"12 - 355 ml cans",4.5,"Speedy Express","(503) 555-9831","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo",5442,Brazil,"(11) 555 4640"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10275,49,1996-08-07,1,72,24,12,"Guaraná Fantástica",10,"12 - 355 ml cans",4.5,"Speedy Express","(503) 555-9831","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo",5442,Brazil,"(11) 555 4640"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10258,20,1996-07-17,1,29,2,50,Chang,1,"24 - 12 oz bottles",19,"Speedy Express","(503) 555-9831","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
1,Beverages,"Soft drinkscoffees, teas, beers, and ales","Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10317,48,1996-09-30,1,184,1,20,Chais,1,"10 boxes x 20 bags",18,"Speedy Express","(503) 555-9831","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
8,Seafood,"Seaweed and fish","Berglunds snabbköp","Christina Berglund","Berguvsvägen 8",Luleå,"S-958 22",Sweden,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10278,5,1996-08-12,2,81,73,25,"Röd Kaviar",17,"24 - 150 g jars",15,"United Package","(503) 555-3199","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
8,Seafood,"Seaweed and fish","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10314,65,1996-09-25,2,178,58,30,"Escargots de Bourgogne",27,"24 pieces",13.25,"United Package","(503) 555-3199","Escargots Nouveaux","Marie Delamare","22, rue H. Voiron",Montceau,71300,France,85.57.00.07
8,Seafood,"Seaweed and fish","Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10318,38,1996-10-01,2,185,41,20,"Jacks New England Clam Chowder",19,"12 - 12 oz cans",9.65,"United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish","Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10250,34,1996-07-08,2,6,41,10,"Jacks New England Clam Chowder",19,"12 - 12 oz cans",9.65,"United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish","Godos Cocina Típica","José Pedro Freyre","C/ Romero 33",Sevilla,41101,Spain,7,Robert,King,1960-05-29,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled Selling in Europe, he was transferred to the London office.",10303,30,1996-09-11,2,147,40,40,"Boston Crab Meat",19,"24 - 4 oz tins",18.4,"United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10301,86,1996-09-09,2,142,40,10,"Boston Crab Meat",19,"24 - 4 oz tins",18.4,"United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish",QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10285,63,1996-08-20,2,100,40,40,"Boston Crab Meat",19,"24 - 4 oz tins",18.4,"United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
8,Seafood,"Seaweed and fish",QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10313,63,1996-09-24,2,176,36,12,"Inlagd Sill",17,"24 - 250 g jars",19,"United Package","(503) 555-3199","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
8,Seafood,"Seaweed and fish","Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10298,37,1996-09-05,2,135,36,40,"Inlagd Sill",17,"24 - 250 g jars",19,"United Package","(503) 555-3199","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
8,Seafood,"Seaweed and fish","Que Delícia","Bernardo Batista","Rua da Panificadora 12","Rio de Janeiro",02389-673,Brazil,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10291,61,1996-08-27,2,115,13,20,Konbu,6,"2 kg box",6,"United Package","(503) 555-3199",Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
7,Produce,"Dried fruit and bean curd","Chop-suey Chinese","Yang Wang","Hauptstr. 29",Bern,3012,Switzerland,5,Steven,Buchanan,1955-03-04,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses Successful Telemarketing and International Sales Management. He is fluent in French.",10254,14,1996-07-11,2,19,74,21,"Longlife Tofu",4,"5 kg pkg.",10,"United Package","(503) 555-3199","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011"
7,Produce,"Dried fruit and bean curd","Que Delícia","Bernardo Batista","Rua da Panificadora 12","Rio de Janeiro",02389-673,Brazil,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10291,61,1996-08-27,2,117,51,2,"Manjimup Dried Apples",24,"50 - 300 g pkgs.",53,"United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
7,Produce,"Dried fruit and bean curd","Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10250,34,1996-07-08,2,7,51,35,"Manjimup Dried Apples",24,"50 - 300 g pkgs.",53,"United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
7,Produce,"Dried fruit and bean curd","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10312,86,1996-09-23,2,172,28,4,"Rössle Sauerkraut",12,"25 - 825 g cans",45.6,"United Package","(503) 555-3199","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
7,Produce,"Dried fruit and bean curd","Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10302,76,1996-09-10,2,145,28,28,"Rössle Sauerkraut",12,"25 - 825 g cans",45.6,"United Package","(503) 555-3199","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
6,Meat/Poultry,"Prepared meats","Chop-suey Chinese","Yang Wang","Hauptstr. 29",Bern,3012,Switzerland,5,Steven,Buchanan,1955-03-04,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses Successful Telemarketing and International Sales Management. He is fluent in French.",10254,14,1996-07-11,2,18,55,21,"Pâté chinois",25,"24 boxes x 2 pies",24,"United Package","(503) 555-3199","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montréal,"H1J 1C3",Canada,"(514) 555-9022"
6,Meat/Poultry,"Prepared meats","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10312,86,1996-09-23,2,174,53,20,"Perth Pasties",24,"48 pieces",32.8,"United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
6,Meat/Poultry,"Prepared meats",QUICK-Stop,"Horst Kloss","Taucherstraße 10",Cunewalde,01307,Germany,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10285,63,1996-08-20,2,101,53,36,"Perth Pasties",24,"48 pieces",32.8,"United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
6,Meat/Poultry,"Prepared meats","Wellington Importadora","Paula Parente","Rua do Mercado 12",Resende,08737-363,Brazil,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10256,88,1996-07-15,2,24,53,15,"Perth Pasties",24,"48 pieces",32.8,"United Package","(503) 555-3199","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
6,Meat/Poultry,"Prepared meats","Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10302,76,1996-09-10,2,144,17,40,"Alice Mutton",7,"20 - 1 kg tins",39,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
6,Meat/Poultry,"Prepared meats","Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10294,65,1996-08-30,2,124,17,15,"Alice Mutton",7,"20 - 1 kg tins",39,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
6,Meat/Poultry,"Prepared meats","Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10279,44,1996-08-13,2,82,17,15,"Alice Mutton",7,"20 - 1 kg tins",39,"United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
5,Grains/Cereals,"Breads, crackers, pasta, and cereal","Die Wandernde Kuh","Rita Müller","Adenauerallee 900",Stuttgart,70563,Germany,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10301,86,1996-09-09,2,143,56,20,"Gnocchi di nonna Alice",26,"24 - 250 g pkgs.",38,"United Package","(503) 555-3199","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665"
5,Grains/Cereals,"Breads, crackers, pasta, and cereal","Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye",Reims,51100,France,2,Andrew,Fuller,1952-02-19,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",10295,85,1996-09-02,2,128,56,4,"Gnocchi di nonna Alice",26,"24 - 250 g pkgs.",38,"United Package","(503) 555-3199","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665"
4,"Dairy Products",Cheeses,"Blondel père et fils","Frédérique Citeaux","24 place Kléber",Strasbourg,67000,France,5,Steven,Buchanan,1955-03-04,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses Successful Telemarketing and International Sales Management. He is fluent in French.",10297,7,1996-09-04,2,133,72,20,"Mozzarella di Giovanni",14,"24 - 200 g pkgs.",34.8,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
4,"Dairy Products",Cheeses,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10272,65,1996-08-02,2,64,72,24,"Mozzarella di Giovanni",14,"24 - 200 g pkgs.",34.8,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
4,"Dairy Products",Cheeses,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10304,80,1996-09-12,2,152,71,2,Fløtemysost,15,"10 - 500 g pkgs.",21.5,"United Package","(503) 555-3199","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
4,"Dairy Products",Cheeses,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10294,65,1996-08-30,2,126,60,21,"Camembert Pierrot",28,"15 - 300 g rounds",34,"United Package","(503) 555-3199","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
4,"Dairy Products",Cheeses,"Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10252,76,1996-07-09,2,13,60,40,"Camembert Pierrot",28,"15 - 300 g rounds",34,"United Package","(503) 555-3199","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
4,"Dairy Products",Cheeses,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","México D.F.",05033,Mexico,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10304,80,1996-09-12,2,151,59,10,"Raclette Courdavault",28,"5 kg pkg.",55,"United Package","(503) 555-3199","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
4,"Dairy Products",Cheeses,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10298,37,1996-09-05,2,136,59,30,"Raclette Courdavault",28,"5 kg pkg.",55,"United Package","(503) 555-3199","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
4,"Dairy Products",Cheeses,"Berglunds snabbköp","Christina Berglund","Berguvsvägen 8",Luleå,"S-958 22",Sweden,8,Laura,Callahan,1958-01-09,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",10278,5,1996-08-12,2,79,59,15,"Raclette Courdavault",28,"5 kg pkg.",55,"United Package","(503) 555-3199","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
4,"Dairy Products",Cheeses,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10271,75,1996-08-01,2,61,33,24,Geitost,15,"500 g",2.5,"United Package","(503) 555-3199","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
4,"Dairy Products",Cheeses,"Suprêmes délices","Pascale Cartrain","Boulevard Tirou 255",Charleroi,B-6000,Belgium,4,Margaret,Peacock,1958-09-19,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",10252,76,1996-07-09,2,12,33,25,Geitost,15,"500 g",2.5,"United Package","(503) 555-3199","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
4,"Dairy Products",Cheeses,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,1,Nancy,Davolio,1968-12-08,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of Toastmasters International.",10314,65,1996-09-25,2,177,32,40,"Mascarpone Fabioli",14,"24 - 200 g pkgs.",32,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
4,"Dairy Products",Cheeses,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,6,Michael,Suyama,1963-07-02,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",10272,65,1996-08-02,2,63,31,40,"Gorgonzola Telino",14,"12 - 100 g pkgs",12.5,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
4,"Dairy Products",Cheeses,"Hanari Carnes","Mario Pontes","Rua do Paço 67","Rio de Janeiro",05454-876,Brazil,3,Janet,Leverling,1963-08-30,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",10253,34,1996-07-10,2,14,31,20,"Gorgonzola Telino",14,"12 - 100 g pkgs",12.5,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
